BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9
737.6535178,10.23638211,6.827730943,7.990363335,5.359865959,5.359865959,3.319399126,2.262091487,55.99292789,336.0546029,1.272727273,1.818181818,2.272727273,-0.61,320.121,3.247122771,10.51606434,-1.669305556,10,0.0,36.80985867,14.32593732,33.16666667
633.0200383,12.45010884,9.898174701,9.898174701,9.752095141,9.752095141,8.293523982,7.756838835,38.96937942,354.1943427,1.2,1.866666667,2.366666667,-1.71,328.242,2.992733564,10.93437059,-1.291111111,9,0.0,70.49824296,9.473725908,48.0522338
275.1727756,7.259037475,4.304661212,5.842336912,3.293262878,4.48523529,2.57206529,1.305665965,45.13547137,260.0297186,1.125,1.6875,2.125,-0.09,247.031,3.201490511,10.50269747,-4.914178634,10,7.822697123,30.70589228,13.8256584,44.41558957
569.4056212,11.15268536,7.990363335,7.990363335,6.99683581,6.99683581,4.913988683,2.503702671,23.87722115,358.0929876,1.266666667,1.866666667,2.466666667,-0.81,335.169,3.646722911,12.24848199,-1.637112492,9,23.70049553,37.62962948,18.67786981,77.16666667
1266.09481,16.04735027,10.20074842,10.20074842,8.299247443,8.299247443,5.029954204,3.408510786,111.9383227,566.0550206,1.0,1.684210526,2.368421053,-2.4,542.11,6.600247727,10.63276221,-1.027592593,19,0.0,72.29703095,19.38639965,97.87661732
427.6634845,7.413591358,4.317724175,5.797322481,3.323218194,4.562570985,2.579511904,1.239132439,15.64539425,260.0297186,1.0625,1.625,2.125,-0.26,247.031,3.453383332,11.2380483,-5.046365557,9,15.64539425,13.8474744,17.9644751,37.2137527
62.56842503,4.201907263,1.003064359,1.003064359,1.003064359,1.003064359,0.0,0.0,6.103966388,130.0898776,2.666666667,2.222222222,2.666666667,-0.2,126.047,0.914621891,8.666666667,-0.222222222,4,0.0,6.103966388,4.736862954,21.66666667
568.3716415,11.61259087,9.86866556,12.41292142,6.465608489,7.40250503,5.739739413,2.850894682,15.64539425,368.0256959,0.862068966,1.473684211,2.118111613,-1.22,355.087,7.732057312,11.515938966,-5.568214542,9,15.64539425,53.37823529,17.9644751,52.75433368
1321.887391,17.59866187,10.73438103,13.72527126,8.422809504,11.41924726,8.316267488,3.312893014,83.05723572,587.0665883,0.982758621,1.655172414,2.275862069,-1.87,564.144,6.313302205,12.2675162,-5.38434646,22,32.75761147,62.16942981,31.96194817,81.9396421
197.9734163,6.109060905,3.713500452,3.713500452,2.68431645,2.68431645,1.639474456,0.970414111,17.98045141,178.047738,1.363636364,2.090909091,2.636363636,-1.1,168.06,3.848565935,10.50269747,-1.37606198,6,26.80927218,18.88348408,9.589074368,39.66666667
797.1743434,13.58473598,7.440256411,8.915109253,5.988750352,8.291155185,5.685934899,2.58758587,82.73651428,443.1553314,1.1875,1.8125,2.59375,-1.59,422.252,5.952702816,12.17677291,-5.536619339,22,31.29078849,56.38231866,36.75648535,70.73098813
540.1907957,11.26536198,8.065214964,8.065214964,5.395833608,5.395833608,3.029711482,2.299833008,44.93868471,348.0457626,1.125,1.833333333,2.541666667,-0.29,331.061,4.207165294,10.03932634,-1.697962963,13,0.0,24.41586555,23.68431477,54.25
146.2188491,5.609060905,3.996788559,3.996788559,2.675840372,2.675840372,1.735055235,0.895229535,36.9920528,178.047738,1.0,1.307692308,1.538461539,-0.9,168.06,5.14,10.62639393,-1.806018519,5,11.75255023,31.02274752,14.63792753,41.66666667
591.1155011,10.81096817,6.06707079,6.069549705,4.516426576,4.516426576,3.054552955,2.442287234,42.28290611,342.1162115,0.772727273,1.204545455,1.727272727,-0.44,320.121,4.828717021,11.49523184,-2.469658899,11,0.0,61.41178456,23.45593296,64.76772813
2022.893907,26.57273641,16.6011891,21.10797463,11.61259087,17.88119306,10.78474582,4.446631469,84.55497195,891.1676385,1.051282051,1.692307692,2.403846154,-3.22,847.328,13.91842833,12.73842701,-5.575925609,29,69.14135342,70.67744319,50.69749222,91.33310028
1031.608133,14.79995003,11.95979097,11.95979097,8.787876065,8.787876065,5.664696026,3.569694053,100.4370875,506.9862298,0.869565217,1.542857143,2.428571429,-1.36,446.189,4.05426312,13.22170073,-1.374964517,14,17.72185552,67.32969061,23.68431477,77.16666667
146.2188491,5.112590865,3.524373995,3.524373995,2.460936517,2.460936517,1.611120285,0.92441103,6.103966388,180.0633881,1.416666667,2.333333333,2.777777778,-1.48,168.06,1.445817625,9.920277778,-0.29783266,4,0.0,6.165775612,0.0,37.33333333
276.6484617,5.93042811,3.405802197,3.405802197,2.383530514,2.383530514,1.721936563,0.862043625,0.0,152.0473441,1.307692308,2.307692308,2.846153846,-1.77,144.085,2.023723431,9.609835416,-0.131728395,2,0.0,6.9237372,6.420821623,30.33333333
579.6700656,8.343336593,6.868527788,8.574688163,4.571993073,6.329520988,3.971575663,1.770578623,15.64539425,389.0736491,1.357142857,2.0,2.357142857,-0.5,373.133,12.51479957,11.2380483,-5.046365557,9,15.64539425,53.37823529,17.9644751,37.2137527
162.1173001,5.53658126,3.13150056,3.13150056,2.099080345,2.099080345,1.018938848,0.503628467,5.969305288,168.0422587,1.222222222,1.888888889,2.444444444,-0.53,160.084,1.920863252,9.933493269,-1.020285809,4,10.96924436,0.0,0.0,33.16666667
776.7666643,15.68797827,10.56378266,10.56378266,8.284364443,8.284364443,7.693151524,3.663828556,5.969305288,362.2093241,1.190476191,1.852941177,2.555932203,-0.61,354.106,2.738415628,10.0832192,-0.914048564,3,5.969305288,74.37736259,4.794537184,71.12544434
244.4228653,5.092224153,3.217863939,3.217863939,2.787624669,2.787624669,1.664651573,0.876431185,12.01114612,199.1208434,1.357142857,1.928571429,2.285714286,-1.3,182.114,2.484272212,10.09087065,-1.079725529,6,12.31727504,12.46266245,11.21535881,43.0
275.1727756,5.574586063,3.713500452,3.713500452,2.571175288,2.571175288,1.456953954,0.677850898,12.01114612,178.047738,1.666666667,2.25,2.555555556,-1.26,168.06,3.463768251,10.04094058,-1.16087963,6,11.75255023,0.0,19.17814874,39.33333333
450.7479052,7.43042811,4.828242454,4.828242454,3.38144649,3.38144649,2.019866187,1.770578623,12.01114612,607.0815697,1.75,2.0,2.5,-1.71,529.024,2.132115028,11.39576372,-1.502638889,6,5.969305288,12.46266245,11.21535881,39.33333333
26.26466251,1.414213562,1.023334547,1.023334547,0.316227766,0.316227766,0.0,0.0,0.0,44.02621475,2.0,2.0,2.0,-0.09,40.021,1.96,8.805555556,0.75,2,6.286160523,0.0,0.0,11.0
305.926212,5.109060905,2.722704946,2.722704946,2.272429169,2.272429169,1.29341019,0.804628111,29.92947196,160.1000484,1.5,2.2,2.6,-1.1,148.073,5.43,10.17362058,-1.0625,5,11.93861058,19.26246487,9.589074368,41.66666667
184.6590986,6.612590865,3.905330631,4.633640174,2.82036514,3.877675541,1.540492809,0.801168481,34.32554789,210.0375673,1.375,2.0,2.5,0.03,192.133,3.848565935,10.89397156,-4.534607569,11,7.822697123,25.23563636,13.8256584,20.40173611
323.3907823,9.308060413,3.549193339,3.549193339,3.009332812,3.009332812,1.896812086,1.222024157,0.0,222.1983655,0.75,1.166666667,1.75,0.02,196.164,8.669396755,10.90929182,-0.005833333,1,34.80281967,0.0,0.0,32.5
281.7021006,7.379116515,5.127678038,5.127678038,2.762571574,2.762571574,1.719222151,0.990178164,35.84769434,226.047738,1.25,1.8125,2.25,-1.63,216.104,3.479139108,10.67158037,-1.143967309,8,17.72185552,24.9253249,14.38361155,53.66666667
146.2188491,5.485269665,3.217863939,3.217863939,2.24972252,2.24972252,1.86705949,1.081733811,0.0,180.0633881,1.272727273,1.909090909,2.363636364,-0.79,168.06,1.884493381,9.119537037,-0.560185185,3,0.0,6.420821623,6.420821623,41.66666667
2160.987748,31.55509832,21.47310827,27.10797463,15.76483708,21.47310827,14.72662171,6.913916367,84.55497195,1057.376175,1.053571429,1.701754386,2.227272727,-2.48,987.472,13.3506213,12.73952087,-5.573902956,29,69.14135342,134.8856594,50.69749222,102.042521
347.0555923,5.574586063,3.239272035,3.239272035,2.419722724,2.419722724,1.417830711,0.81164443,5.969305288,178.047738,1.416666667,2.166666667,2.833333333,-1.91,168.06,2.038928006,10.08581774,-1.087602986,4,5.969305288,0.0,11.21535881,39.16666667
224.3672689,6.485269665,4.392858618,5.147065708,3.38144649,3.38144649,2.38144649,0.974171444,0.0,194.0426527,1.0,1.777777778,2.444444444,-0.02,184.059,2.193985627,10.09087065,0.181604702,4,17.74406608,6.103966388,4.794537184,20.05893519
273.4228653,4.414719447,3.473677693,3.473677693,2.239188805,2.239188805,1.209857953,0.790638472,12.01114612,174.1116757,1.285714286,1.857142857,2.285714286,-1.1,160.084,1.235986288,10.08746929,-1.707314815,6,11.87648502,6.420821623,9.589074368,35.5
103.2309827,3.680739213,2.189532624,2.189532624,1.457012673,1.457012673,0.711731036,0.151225725,13.86453795,118.0266087,1.5,2.0,2.0,-0.2,112.04,4.21460058,9.912131047,-4.503881173,7,13.60594207,6.9237372,13.88333263,26.65413551
201.8713939,5.91279002,3.932630519,3.932630519,2.719449317,2.719449317,1.86705949,1.239132439,45.13547137,196.0583027,0.909090909,1.545454546,2.0,-0.24,184.059,3.247122771,10.36860654,-4.652359379,8,7.822697123,31.02274752,13.8256584,44.41558957
202.2149912,5.53658126,3.179811727,3.179811727,2.006604567,2.006604567,1.210545095,0.464163097,17.98045141,174.0528234,1.181818182,1.818181818,2.272727273,-1.59,164.072,3.013263013,10.27215372,-1.266296296,5,5.907179729,18.88348408,9.589074368,45.32266629
378.1134351,7.413591358,4.413266198,4.413266198,3.381002826,3.381002826,2.651658186,1.305665965,35.86771965,225.0637225,1.166666667,1.75,2.25,-2.08,214.112,1.81233238,10.55825302,-1.31293698,8,11.93861058,25.86934683,9.589074368,52.75
574.1705594,12.19317778,7.4631167,10.48885856,5.916973859,8.341867444,5.744086983,2.461132347,50.6326127,438.1953641,1.056603774,1.716981132,2.358490566,-1.463506494,402.326,7.021945367,11.05058563,-4.412252077,14,19.69918214,49.07960067,23.41473277,71.2032191
328.8309826,6.968432913,4.54660986,5.889596218,3.842813231,4.567679585,2.270069222,1.48766625,5.969305288,224.0837296,1.166666667,1.777777778,2.222222222,-2.21,212.163,1.775087408,10.62436658,-0.66767007,4,5.969305288,0.0,4.794537184,39.66666667
706.0290036,13.2883128,9.667484268,9.667484268,6.261271941,6.261271941,3.892609991,2.275101845,49.45858146,364.0242564,1.096774194,1.741935484,2.59375,-1.27,351.172,14.72043627,11.60641492,-1.773416522,13,6.410095306,57.15368414,23.79966323,86.1161294
41.16125946,2.64273441,1.523334547,1.523334547,0.723606798,0.723606798,0.223606798,0.0,6.103966388,74.02420337,1.5,1.5,1.5,-0.53,70.027,0.596180758,8.111111111,-1.025416667,3,6.472220865,6.103966388,4.794537184,23.16666667
507.6957431,16.09866187,10.15111692,13.14200715,8.974630708,11.00863689,7.675959074,3.587782304,83.90806413,285.09719,1.266666667,2.041666667,2.7,-2.08,275.041,6.724301321,12.43866522,-5.595602014,18,21.61469953,62.10730426,31.96194817,71.12544434
26.26466251,1.414213562,0.881855088,0.881855088,0.519018036,0.519018036,0.0,0.0,6.103966388,62.01679294,2.4,2.1,2.3,-0.08,56.024,2.030905988,8.444444444,-0.444444444,3,6.286160523,6.103966388,4.794537184,15.66666667
583.1727756,7.348353872,4.009996015,4.009996015,3.455164039,3.455164039,2.684314141,1.124746743,24.60192589,232.034804,1.230769231,1.923076923,2.384615385,-0.3,219.021,2.366714454,8.87662037,-1.429444444,8,0.0,37.62962948,4.736862954,44.15782589
2261.830514,14.79995003,10.76339287,10.76339287,5.146375131,8.473891213,4.478713508,3.058656914,42.39569259,297.2251,1.176470588,1.852941177,2.619047619,-0.02,264.195,6.237979777,13.01690324,-1.095804044,11,17.74406608,24.91878113,9.589074368,58.66666667
2075.500366,34.94894517,23.92669888,29.03382325,17.14027181,21.30502486,14.44159381,6.208008741,84.55497195,1057.376175,1.03030303,1.690909091,2.327272727,-3.42,987.472,15.90085172,13.07188957,-5.577001456,28,69.14135342,134.8856594,50.69749222,127.6161895
236.1649959,5.16390246,2.973799594,4.01373581,1.904830737,2.037237992,1.381652991,0.491391589,0.0,168.9641998,1.363636364,2.0,2.454545455,-1.24,160.998,2.196104624,5.496864135,0.114814815,4,31.8598878,0.0,0.0,23.6458642
802.0817989,15.68797827,11.98621766,11.98621766,9.234958563,9.234958563,7.796326807,5.179255177,45.13547137,488.1073309,1.166666667,1.818181818,2.454545455,-0.66,462.119,21.50194481,12.277462,-4.730487804,7,7.822697123,105.4337842,17.9644751,79.91666667
277.1727756,7.613392203,4.71624163,5.004680089,3.56200947,4.571993073,2.431943542,1.624730989,49.45858146,260.0297186,1.375,1.9375,2.3125,-0.09,247.031,3.201490511,10.36860654,-4.742887023,10,7.822697123,30.70589228,14.21058886,43.21083817
444.8764011,5.574586063,3.431698411,3.431698411,2.719449317,2.719449317,1.611120285,0.922926406,0.0,176.094963,1.125,1.916666667,2.416666667,-1.38,164.123,1.235986288,10.86074074,-0.296712963,2,5.687386275,0.0,0.0,34.33333333
91.28421252,3.553418013,2.239272035,2.239272035,1.457012673,1.457012673,0.653029673,0.129367844,12.01114612,119.0582431,1.5,2.0,2.1,-1.59,110.048,3.47,9.908657407,-1.096666667,4,5.969305288,12.46266245,4.794537184,32.0
242.2346535,7.18655783,4.71624163,6.136640423,3.678556114,4.663818829,2.180638046,0.826742734,13.92666351,238.0688674,1.142857143,1.428571429,1.857142857,-0.55,224.08,5.129615574,11.59562118,-4.327514191,8,20.06376347,19.06954442,18.34940556,33.21101273
1852.808368,24.42777712,19.67588457,22.1826701,14.24299613,19.88682193,12.35460886,5.045319208,84.55497195,891.1676385,1.054545455,1.709090909,2.368421053,-2.48,839.305,15.22578299,12.67952128,-5.589364337,29,69.14135342,70.67744319,50.69749222,114.4112859
170.3657024,5.03658126,2.239272035,4.342636972,1.604624513,3.310405324,1.003387475,0.25470308,45.13547137,194.0426527,0.916666667,1.5,1.083333333,-0.09,184.059,3.453383332,9.806805556,-1.079725529,8,7.822697123,24.41586555,13.8256584,44.55468238
614.0087491,14.03720036,9.853396662,9.853396662,6.498845573,6.498845573,4.710434918,2.519970651,29.9297883,388.0406772,0.916666667,1.833333333,2.275862069,-1.59,374.149,4.05426312,11.46072657,-1.667416856,13,72.63926725,69.41002225,19.12047451,73.71582565
614.7576942,9.472145112,5.043603933,6.534394703,4.14813784,6.465608489,2.804675176,1.770578623,47.842173,356.0733148,1.25,2.0,2.666666667,-1.47,339.135,3.201490511,11.83924288,-4.91516981,13,15.64539425,24.53980033,14.32593732,58.21413462
176.4016955,4.825698503,3.217863939,3.217863939,2.24972252,2.24972252,1.264280325,0.534973659,12.51406169,178.047738,1.5,2.0,2.3,-1.38,168.06,3.422420004,10.42133409,-1.04787037,5,12.04532539,0.0,4.794537184,41.0
591.1155011,11.61259087,8.823696244,9.800086501,6.278420775,7.69434975,4.20985912,2.948094069,82.44824561,342.1162115,0.652173913,1.260869565,1.826086957,-0.24,320.121,3.277816482,11.632714,-4.534607569,14,7.822697123,92.11767684,23.79966323,78.36851186
1033.562489,19.27958332,14.94827422,14.94827422,8.416621895,8.416621895,5.323744701,3.814628617,29.44689803,546.0651913,0.884057971,1.567164179,2.179104478,-2.62,499.294,7.030254574,12.26889267,-1.863973748,10,35.51485498,24.9253249,38.35629747,89.16666667
1101.893259,24.91094036,15.05394323,15.05394323,12.19557698,12.19557698,8.159162954,3.691667633,84.55497195,1129.711201,1.096774194,1.745098039,2.387096774,-2.44,771.274,6.223867999,12.72122131,-1.739073654,28,0.0,70.67744319,38.35629747,99.41221009
378.0184384,9.99300741,5.953692975,5.953692975,4.23985912,4.23985912,3.924489856,2.572063646,12.07327168,342.1162115,1.384615385,2.076923077,2.461538462,-2.75,320.121,1.747612859,11.59507362,-0.91287037,4,5.969305288,42.72776471,4.794537184,71.12544434
48.81290899,3.553418013,2.164137591,2.164137591,1.335549159,1.335549159,0.929304309,0.592465594,0.0,87.99828575,1.0,1.6,2.1,-1.28,84.099,0.92905918,10.63276221,0.065580383,2,5.687386275,0.0,4.794537184,23.33333333
55.913403,2.64273441,1.049739411,1.049739411,0.504904335,0.504904335,0.142576981,0.0,6.103966388,74.02420337,2.0,2.2,2.2,-0.57,70.027,0.596180758,9.636574074,-0.851851852,3,6.472220865,19.44852521,4.794537184,21.17824074
731.665451,10.18735917,6.315601896,7.34788717,4.363407437,5.825958545,3.684416701,1.579997739,50.53524495,349.0562677,1.333333333,2.0,2.583333333,-1.39,333.104,3.629203449,11.31102833,-4.67919566,14,19.47938869,37.56750392,13.8256584,69.74954364
72.58027135,3.553418013,2.816496581,2.816496581,1.635041283,1.635041283,1.0493514667,0.820729132,12.01114612,117.0578492,1.3,1.933333333,2.2,-1.1,106.06,1.402156142,10.25277778,-1.203703704,4,5.969305288,12.84164325,4.794537184,29.33333333
565.1701016,9.469234251,6.415766907,6.415766907,4.74112906,4.74112906,3.340728422,2.394132779,40.89443034,238.0688674,1.0,1.7,2.2,-1.52,224.124,2.206113573,11.8170216,-1.326537226,9,11.56648989,71.13195343,9.531400138,69.33333333
1710.034747,18.13666667,11.95107582,14.94196605,9.441075576,11.41305965,8.159162954,4.696615371,89.66411768,632.1132041,1.055555556,1.722222222,2.361111111,-2.44,602.169,6.313302205,12.28469518,-5.758134447,22,32.75761147,62.69229305,31.96194817,99.41221009
431.1591217,10.81096817,7.043603933,7.043603933,4.911627527,4.911627527,3.97897261,2.719940651,36.70594919,322.2356982,1.0,1.5,2.3125,-1.52,300.228,4.33127341,12.68428059,-1.343327664,11,0.0,61.41178456,4.736862954,51.83333333
20.85475297,4.431851653,2.864807748,2.864807748,1.670820393,1.670820393,1.234923107,0.654489245,0.0,126.0013597,1.333333333,1.777777778,1.888888889,-0.12,122.128,0.904141896,8.38625,0.28125,2,0.0,13.34455882,0.0,14.83333333
1035.562064,12.05626199,7.968908462,8.910544736,5.574849024,7.97827871,5.102376689,2.549887151,82.64301273,382.1310265,1.225806452,1.903225807,2.516129032,-1.3,354.106,5.590553976,11.2380483,-5.276575465,19,15.64539425,24.53980033,31.96194817,57.20138395
56.56842503,3.125897658,1.828348439,1.828348439,1.074713565,1.074713565,0.588330337,0.0,23.96048301,90.03169405,1.142857143,1.428571429,1.428571429,-0.86,84.03,5.43,9.801944444,-1.344907407,4,11.93861058,12.96557803,9.589074368,43.33333333
1108.921063,18.42002907,10.97454541,13.96543564,8.012199133,11.00863689,8.159162954,3.408510786,101.1989153,469.0706344,1.05,1.75,2.2,-1.3,446.189,6.724301321,12.15865169,-5.444269153,22,15.64539425,55.24569261,30.93005313,57.99730096
171.2215146,4.947264863,2.417194112,3.947490855,1.606833235,2.846186026,1.112904301,0.231246181,30.38130463,175.0480724,1.428571429,1.857142857,1.857142857,-0.9,166.115,1.918210117,10.07587302,-2.16087963,6,11.75255023,6.9237372,9.589074368,39.0
12.26466251,1.414213562,0.569035594,0.569035594,0.3,0.3,0.0,0.0,0.0,45.02146372,1.5,1.5,1.5,-0.53,42.017,1.47,3.777777778,0.166666667,2,0.0,0.0,0.0,11.78472222
277.1727756,7.221032672,4.04660986,5.749640156,3.001039894,4.562570985,2.579511904,1.239132439,45.13547137,260.0297186,1.0625,1.625,2.125,-0.09,247.031,3.201490511,10.36860654,-4.730487804,10,7.822697123,30.70589228,13.8256584,44.55468238
653.4429368,15.11049699,12.09575411,12.09575411,7.113244798,10.10756693,5.39773604,3.604116724,0.0,504.1690349,0.523809524,0.952380952,1.452380952,-0.5,472.182,15.03388953,10.18237245,-0.08827339,1,0.0,99.3298178,0.0,57.18771446
207.5576621,4.66390246,2.867289201,2.867289201,2.391987726,2.391987726,1.27792488,0.757462022,12.01114612,138.0316941,1.75,2.375,3.125,-1.51,132.078,5.43,10.0616199,-1.08792335,4,5.969305288,12.46266245,11.21535881,24.83333333
86.93569697,3.553418013,2.965421244,2.965421244,1.502930857,1.502930857,1.003387475,0.597651468,0.0,118.98029,1.333333333,1.5,1.833333333,-0.08,112.04,2.120972459,8.846435185,0.14537037,2,6.076020107,6.420821623,6.420821623,24.0
5.245112498,2.560660172,1.523334547,1.523334547,0.723606798,0.723606798,0.223606798,0.0,0.0,61.05276384,1.75,2.0,2.0,-0.08,54.028,3.92,7.875,0.319444444,3,0.0,13.34455882,0.0,11.0
246.4762284,4.414719447,2.281282199,2.281282199,1.978699195,1.978699195,1.055974593,0.534973659,12.20793278,167.0694765,1.75,2.125,2.625,-1.31,158.096,1.020461747,9.744930556,-0.990324074,6,6.286160523,12.20793278,4.794537184,31.16666667
182.1247076,5.092224153,3.211692059,4.741988802,2.602891828,3.08229822,1.948812137,0.731663565,26.50285076,190.0953569,1.181818182,1.818181818,2.363636364,-0.46,176.083,5.959287212,10.29362355,-4.863876667,8,13.79200241,6.103966388,13.88333263,28.5
113.3967385,3.553418013,2.766882893,2.766882893,1.738267819,1.738267819,1.073603593,0.695529146,5.969305288,117.0578492,1.6,2.6,3.1,-0.86,108.056,1.294493381,10.26685185,-0.912916667,3,5.969305288,12.84164325,4.794537184,30.0
744.3869137,7.147065708,4.435575305,4.435575305,3.417566252,3.417566252,2.431448049,1.521045585,0.0,226.1065903,1.111111111,1.888888889,2.5,-2.95,216.108,2.484272212,11.0832146,-0.290945895,4,10.96924436,0.0,0.0,42.16666667
242.5645748,6.447264863,4.912623341,4.912623341,3.110185214,3.110185214,2.600023632,1.642461515,12.01114612,203.1105758,1.6875,2.3125,2.75,-1.55,190.228,3.277816482,10.86074074,-0.768703704,5,11.65669156,18.88348408,4.794537184,46.83333333
62.56842503,1.914213562,0.81305253,0.81305253,0.23570226,0.23570226,0.0,0.0,17.91832585,74.00039392,1.8,2.0,2.0,-0.86,72.019,1.67,9.520324074,-1.625,3,11.93861058,0.0,9.589074368,29.33333333
247.8474159,5.236382105,3.456597548,3.456597548,2.543758149,2.543758149,1.556936169,0.81164443,0.0,160.1000484,1.3,1.9,2.4,0.02,148.124,1.663742547,5.32164155,0.138771054,1,0.0,6.420821623,6.420821623,24.5
576.7809963,15.1595003,9.490778804,9.490778804,6.179601415,6.179601415,4.737922844,2.384742846,0.0,386.3548661,1.0,1.45,2.0,-0.56,340.296,15.03388953,11.08436465,-0.293932387,2,0.0,108.9610471,0.0,54.0
323.3907823,7.194305874,4.267025738,5.829901953,3.703200237,3.703200237,2.452241495,1.477472578,39.02763877,203.0793725,1.3125,1.8125,2.1875,-0.3,194.129,0.759202692,10.36770306,-4.73157435,10,13.60594207,30.70589228,13.88333263,41.91666667
2090.918759,24.91094036,14.54052893,19.17265797,11.44979098,14.02672344,9.140475297,4.015657911,100.5613386,662.0873833,1.066666667,1.673333333,2.866666667,-2.85,634.167,8.575397775,12.35218805,-5.071521794,23,47.39686022,53.88115087,28.25047014,114.5891194
279.7021006,5.449489743,3.675670458,3.675670458,2.845981931,2.845981931,1.177499044,0.694224265,36.9920528,130.1155185,1.333333333,1.666666667,2.166666667,-1.31,116.075,2.472041523,8.95662037,-1.669305556,3,11.92885986,24.9253249,4.794537184,39.83333333
231.9852515,5.03658126,4.182751409,4.182751409,3.746268119,3.746268119,2.270069222,1.027594912,36.35447613,186.0164379,1.416666667,2.0,2.5,-1.63,176.087,3.629203449,10.53400527,-1.368492536,6,17.84579031,30.64376672,14.38361155,51.83333333
914.0056621,14.10157273,10.29824271,13.28913294,8.246458423,11.24289618,8.113701422,3.190067603,82.44824561,566.0550206,1.051282051,1.769230769,2.261538462,-1.87,542.11,5.680900721,11.76392353,-4.880295378,15,7.822697123,82.89223608,33.21571491,79.28618051
1827.67544,25.94894517,16.33550293,21.60189852,12.2967398,18.33144424,11.61611357,4.431173015,100.5613386,943.1625531,1.028985507,1.753623188,2.463768116,-2.97,875.458,13.03652419,12.71199699,-5.581956671,30,75.11065871,57.33288437,55.4920294,102.042961
392.1134351,7.468432913,4.71624163,4.71624163,3.381002826,3.381002826,2.640964787,1.239132439,29.90570822,226.047738,1.25,1.9,2.4,-1.14,216.104,3.938717769,11.3737963,-1.429820011,9,11.93861058,24.53980033,9.589074368,53.83333333
94.56842503,4.180739213,2.864807748,2.864807748,1.922211622,1.922211622,1.180315333,0.632063625,6.103966388,132.0534921,1.444444444,1.888888889,2.777777778,-0.24,124.055,4.286691532,10.64537037,-0.462962963,4,17.74406608,19.44852521,4.794537184,27.5
174.739747,6.701907263,3.871800312,5.395043532,2.757261669,3.640964787,1.474040131,0.846002681,37.31277424,187.1156612,1.3,2.1,2.6,-0.2,164.123,1.592872155,11.51932472,-1.477834376,10,28.28595416,37.35404614,4.794537184,51.13308914
205.1594481,5.776380112,2.86997849,3.276257948,2.970436487,2.970436487,1.502930857,1.281284334,32.74147825,185.9929392,1.181818182,1.818181818,2.272727273,-0.99,185.0,6.498845479,10.66490741,-4.569544508,6,7.822697123,18.88348408,13.8256584,32.25
74.79398752,2.64273441,1.551955237,1.551955237,0.886004594,0.886004594,0.34414202,0.0,12.71084835,88.01604399,1.833333333,2.0,2.0,-0.37,84.03,1.818391643,9.444444444,-1.189814815,3,5.783244946,6.9237372,4.794537184,22.16666667
1780.510102,18.37094236,14.81811125,16.82531298,11.6764855,13.6976004,8.240162962,3.756846925,84.55497195,504.1690349,1.123333333,1.866666667,2.4,-2.48,472.182,11.54040663,12.70267979,-5.573545976,28,69.14135342,64.25662157,50.69749222,107.5227871
272.1315479,5.274386908,2.840840959,2.840840959,2.034468445,2.034468445,1.079451767,0.442163937,0.0,150.0528234,1.272727273,1.727272727,2.181818182,-1.42,140.05,1.277891157,8.645555556,0.703888889,2,0.0,0.0,0.0,28.5
483.9880478,8.359865912,4.219343412,6.0975121,3.455164039,4.857175826,2.283996915,1.239132439,46.24737705,349.0562677,1.166666667,1.75,2.283333333,0.02,333.112,4.752705032,12.11979066,-5.169364295,11,15.64539425,6.103966388,23.79966323,52.73280384
333.0200383,9.130228955,6.106034844,6.106034844,4.620355618,4.620355618,2.837764085,1.640773612,38.96937942,284.089365,1.444444444,2.111111111,2.555555556,-0.46,265.073,3.518164452,11.81749711,-4.760320194,9,13.6405599,24.53980033,13.8256584,51.2325
1911.8394,22.04735027,13.96543564,16.97013555,11.6764855,17.57212881,8.293526126,4.304661212,90.65893834,839.1363383,1.056603774,1.736842105,2.396226415,-2.96,783.285,13.3506213,12.74562023,-5.577534149,28,69.14135342,63.93976633,50.69749222,114.5839889
577.2293702,10.22005124,8.990227869,8.990227869,6.179601415,6.179601415,4.282384828,2.006550231,5.969305288,290.2245802,1.0,1.666666667,2.2,-1.71,260.207,2.21859745,10.31281557,-0.880330688,5,5.969305288,70.49824296,9.531400138,49.33333333
83.35260811,3.66390246,1.543086015,1.543086015,1.077350269,1.077350269,0.262560609,0.0,11.72847016,119.0582431,2.0,2.2,2.2,-0.9,110.048,1.96,10.38148849,-1.37962963,4,5.969305288,13.34455882,4.794537184,33.78615268
532.2070408,9.558550648,6.069447715,6.069447715,4.403498582,4.403498582,2.849937792,1.521045585,0.0,271.2095616,0.7,1.25,1.8125,-2.95,240.242,1.88287537,12.43969152,-0.369837963,4,10.96924436,0.0,0.0,44.80007346
92.52932501,3.680739213,1.427730943,2.673396662,0.924068629,1.229058518,0.54875605,0.0,11.76188495,105.0425931,2.0,2.2,2.2,-0.58,98.037,1.458471338,9.099537037,-0.851851852,3,11.76188495,13.34455882,9.589074368,24.0
