BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-104.04,4.75,0.25,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,4.75
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.595762327,0.0,32.97989603,1.5,1.5,1.5,0.11,28.01,7.778571429,7.778571429,-3.0,2,0.0,7.595762327,0.0,0.0,0.0,7.595762327,0.0,0.0,0.0
2.754887502,1.914213562,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,4.21460058,26.00362258,1.0,1.0,1.0,0.35,26.018,-4.470784314,8.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21460058
26.26466251,1.414213562,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,32.03744813,3.0,3.0,3.0,-0.51,28.014,-4.470784314,7.430555556,0.069444444,2,0.0,11.83402844,0.0,0.0,0.0,0.0,0.0,0.0,7.430555556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,0.35,32.067,7.778571429,0.0,0.0,1,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9920528,1.0,1.0,1.0,-0.04,33.998,-104.04,3.777777778,1.444444444,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.777777778
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,-0.58,32.067,7.778571429,9.24337963,-0.25,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,31.04219916,3.0,3.0,3.0,-0.04,26.018,3.270691516,4.75,0.25,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,23.33333333
26.26466251,1.414213562,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,26.00362258,2.0,2.0,2.0,-0.51,26.018,-4.470784314,8.5625,-0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
26.26466251,1.732050808,0.447213596,1.341640787,0.0,0.0,0.0,0.0,0.0,0.0,45.02146372,3.0,3.0,3.0,-0.73,42.017,1128.96,7.680555556,0.25,2,0.0,23.04452223,0.0,0.0,0.0,0.0,0.0,0.0,8.180555556
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.01056468,1.0,1.0,1.0,-0.04,28.01,-104.04,7.75,0.25,1,0.0,0.0,0.0,0.0,0.0,6.410095306,0.0,0.0,7.75
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,2.0,2.0,2.0,0.35,32.067,7.778571429,2.0,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.577350269,0.577350269,0.0,0.0,0.0,0.0,0.0,0.0,31.04219916,1.5,1.5,1.5,-0.04,26.018,-27.04,7.506944444,1.0,2,0.0,0.0,0.0,7.047671983,0.0,0.0,0.0,0.0,11.78472222
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569335,16.01872406,1.0,1.0,1.0,-0.04,14.007,-104.04,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-104.04,4.75,0.25,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,4.75
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569335,32.97989603,3.0,3.0,3.0,0.35,32.067,7.778571429,0.0,0.0,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
6.754887502,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,31.04219916,1.5,1.5,1.5,-0.08,26.018,-14.58,6.5,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
6.754887502,1.414213562,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,27.01089903,2.75,2.75,2.75,-0.51,26.018,-4.470784314,4.75,1.875,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,0.35,32.067,7.778571429,0.0,0.444444444,1,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
6.754887502,1.0,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,33.98772106,1.5,1.5,1.5,-0.51,32.067,-4.470784314,6.5,2.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
2.0,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,32.03744813,3.0,3.0,3.0,-0.08,28.014,-14.58,6.5,3.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
6.754887502,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,32.03744813,1.5,1.5,1.5,-0.08,28.014,-14.58,6.5,3.5,1,0.0,0.0,0.0,0.0,6.57213689,0.0,0.0,0.0,10.0
2.0,1.0,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,32.02621475,1.5,1.5,1.5,-0.04,28.01,-27.04,7.680555556,0.25,2,0.0,5.476191836,0.0,0.0,0.0,0.0,0.0,0.0,8.180555556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569335,126.9050216,1.0,1.0,1.0,0.35,126.904,7.778571429,0.0,0.0,1,0.0,1.426638065,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.914213562,0.49390115,0.49390115,0.0,0.0,0.0,0.0,0.0,0.0,133.9249478,1.0,1.0,1.0,0.35,126.904,7.778571429,8.0,1.0,1,0.0,0.0,0.0,0.0,0.0,13.49569335,0.0,0.0,8.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97664013,126.9050216,1.0,1.0,1.0,0.73,126.904,2.209452055,0.0,0.0,2,0.0,13.49569335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-14.58,7.0,0.25,2,0.0,0.0,0.0,0.0,0.0,6.472220865,0.0,0.0,8.0
2.0,1.732050808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,0.35,32.067,1.207142857,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
6.754887502,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,17.00273965,3.0,3.0,3.0,-0.08,15.999,-14.58,6.5,3.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2.0,1.414213562,0.577350269,0.577350269,0.0,0.0,0.0,0.0,0.0,0.0,34.0054793,1.5,1.5,1.5,-0.04,31.998,-27.04,4.5,1.5,2,0.0,0.0,0.0,21.14301595,0.0,0.0,0.0,0.0,6.0
2.754887502,1.414213562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.02621475,-14.4584615,-14.4584615,-14.4584615,0.35,32.067,-4.470784314,3.777777778,0.4444444,2,0.0,13.79200241,0.0,0.0,0.0,13.79200241,0.0,13.88333263,0.0
8.0,1.0,1.341640787,1.341640787,0.0,0.0,0.0,0.0,0.0,0.0,48.00337113,2.0,2.0,2.0,-0.04,44.078,-104.04,7.25,0.25,2,0.0,5.476191836,0.0,0.0,0.0,0.0,0.0,0.0,8.0
6.754887502,1.414213562,0.223606798,0.223606798,0.0,0.0,0.0,0.0,0.0,0.0,27.01089903,1.5,1.5,1.5,-0.08,26.018,3.92,7.430555556,0.069444444,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.794537184,11.0
6.754887502,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,32.02621475,1.5,1.5,1.5,-0.53,28.01,-4.470784314,5.525324074,0.166666667,1,0.0,0.0,0.0,0.0,0.0,6.472220865,0.0,0.0,11.78472222
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-104.04,7.875,0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2.0,1.414213562,0.447213596,0.447213596,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,0.35,32.067,0.0,3.777777778,1.444444444,0,0.0,0.0,0.0,0.0,0.0,12.62878915,0.0,0.0,13.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,2.0,2.0,2.0,0.35,32.067,7.778571429,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.9050216,3.0,3.0,3.0,0.35,126.904,7.778571429,0.0,0.0,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,2.0,2.0,2.0,0.35,32.067,7.778571429,9.071759259,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,-0.04,32.067,-104.04,4.75,0.25,2,0.0,12.21632494,0.0,0.0,0.0,12.21632494,0.0,0.0,0.0
26.26466251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,0.35,32.067,5.42,0.444444444,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,13.10375
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,1.5,1.5,1.5,0.35,14.007,7.778571429,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,-0.04,32.067,-14.58,7.476111111,0.444444444,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.414213562,1.0975121,1.0975121,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,-0.08,32.067,-14.58,7.444444444,0.444444444,1,0.0,34.9920528,0.0,0.0,0.0,0.0,0.0,0.0,12.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,2.0,2.0,2.0,-0.04,32.067,-104.04,3.75,0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.732050808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881965,12.02187243,1.5,1.5,1.5,-0.04,12.018,-104.04,6.5,0.25,1,0.0,0.0,0.0,6.420821623,0.0,0.0,0.0,0.0,16.66666667
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.0,1.0,1.0,-0.04,32.067,-14.58,7.0,0.25,1,0.0,0.0,0.0,0.0,0.0,12.62878915,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15054635,32.97989603,1.5,1.5,1.5,-0.04,32.067,-104.04,5.0,0.25,1,0.0,0.0,0.0,0.0,6.15054635,0.0,0.0,0.0,8.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,0.35,32.067,7.778571429,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15054635,31.01838972,1.5,1.5,1.5,-0.04,28.01,-27.04,7.0,0.0,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2.0,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,0.0,0.0,27.01089903,1.5,1.5,1.5,0.35,26.018,-6.470784314,4.5,1.0,2,0.0,0.0,0.0,0.0,0.0,12.62878915,0.0,0.0,12.62878915
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,1.0,1.0,1.0,-0.04,14.007,-4.470784314,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,0.25819889,0.25819889,0.0,0.0,0.0,0.0,10.3994179,0.0,33.02146372,3.0,3.0,3.0,-0.33,30.006,-104.04,8.444444444,-0.25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25
86.93569697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.04,14.007,-104.04,6.25,4.75,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,4.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.62878915,32.97989603,1.0,1.0,1.0,0.35,32.067,800.7694083,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,12.62878915,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,0.35,32.067,7.778571429,3.777777778,0.444444444,2,0.0,13.49569335,0.0,6.9237372,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01872406,3.0,3.0,3.0,-0.08,14.007,-104.04,4.75,0.25,2,0.0,6.15054635,0.0,0.0,0.0,0.0,0.0,0.0,4.75
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.3,1.3,1.3,0.35,32.067,7.778571429,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
12.26466251,0.0,0.0,0.0,0.136082764,0.0,0.0,0.0,0.0,0.0,34.0054793,2.0,2.0,2.0,0.35,31.998,7.778571429,7.430555556,0.444444444,2,0.0,34.00460085,0.0,0.0,0.0,13.49569335,0.0,0.0,14.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569335,32.97989603,1.0,1.0,1.0,0.35,32.067,7.778571429,3.777777778,0.444444444,1,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,17.16666667
20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,3.0,3.0,3.0,0.35,32.067,1.96,3.777777778,0.444444444,2,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.00273965,3.0,3.0,3.0,-0.04,15.999,-104.04,7.25,-0.25,1,5.749511833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2.0,1.414213562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.97989603,1.125,1.25,1.25,0.35,32.067,7.778571429,3.777777778,0.444444444,3,0.0,13.49569335,0.0,0.0,0.0,13.49569335,0.0,0.0,0.0
2.0,1.0,0.577350269,0.577350269,0.0,0.0,0.0,0.0,0.0,0.0,31.04219916,1.5,1.5,1.5,-0.04,26.018,-27.04,4.5,1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
